번호,분야,사업명,신청시작일자,신청종료일자,소관기관,수행기관,등록일자,상세URL
909,수출,[강원] 2024년 알리바바닷컴 입점 및 마케팅 지원 참가기업 모집 공고,2024-02-29,2024-11-30,강원특별자치도,강원특별자치도경제진흥원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095420
910,수출,[강원] 2024년 해외 온라인 마케팅 지원 참가기업 모집 공고,2024-02-29,2024-11-30,강원특별자치도,강원특별자치도경제진흥원,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095419
911,내수,[전북] 전주시 2024년 홈쇼핑 방송지원 사업 모집 공고,2024-03-04,2024-03-18,전북특별자치도,기초자치단체,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095418
912,경영,[제주] 서귀포시 2024년 2차 아름다운 간판만들기 지원사업 모집 공고,2024-03-06,2024-03-20,제주특별자치도,기초자치단체,2024-03-06,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095439
913,수출,[경남] 2024년 소비재 수출 초보기업 O2O 해외마케팅 지원사업(2024 베트남 국제 프리미엄 소비재전) 참여업체 모집 공고,2024-03-04,2024-03-22,경상남도,경남투자경제진흥원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095417
914,창업,2024년 울산 메이커하우스 10M(텐먼스) 사업 모집 공고,2024-02-22,2024-03-18,중소벤처기업부,울산창조경제혁신센터,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095438
915,창업,[전북] 2024년 창업기업 양성 프로젝트 참여기업 모집 공고,2024-02-29,2024-03-18,전북특별자치도,전북창조경제혁신센터,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095437
916,기술,[충북] 보은군 2024년 1차 미래형 농촌도시 구축을 위한 원물가공식품산업 육성사업 수혜기업 모집 공고(시군구 연고산업 육성사업),2024-02-29,2024-03-27,충청북도,충북테크노파크,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095416
917,경영,[충북] 단양군 2024년 푸드바이오산업 기업지원 프로그램 수혜기업 모집 공고(시군구 연고산업 육성사업),2024-03-18,2024-03-27,충청북도,충북테크노파크,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095436
918,창업,2024년 장애인 표준사업장 창업자금 모집 공고,2024-02-28,2024-03-20,고용노동부,한국장애인고용공단,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095435
919,기술,2024년 여성과학기술인 전담 멘토 지원사업 멘티기업 모집 공고,2024-02-29,2024-03-22,과학기술정보통신부,한국여성과학기술인육성재단,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095415
920,내수,[경북] 2024년 수산박람회 참가경비 지원사업 수혜기업 모집 공고,2024-03-03,2024-03-29,경상북도,환동해산업연구원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095434
921,경영,2024년 식품부문 배출권거래제 온실가스 감축 지원사업 공고,2024-03-04,2024-03-22,농림축산식품부,한국농업기술진흥원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095414
922,수출,[경북] 2024년 우수수산물육성사업 수혜기업 모집 공고,2024-03-03,2024-03-29,경상북도,환동해산업연구원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095413
923,경영,[경기] 2024년 중소기업 비즈니스 융합성장 지원사업 융합과제 사업화 참여기업 모집 공고,2024-02-29,2024-03-22,경기도,경기도경제과학진흥원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095412
924,경영,2024년 식품부문 목표관리제 온실가스 감축 지원사업 공고,2024-03-04,2024-03-22,농림축산식품부,한국농업기술진흥원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095411
925,창업,2024년 차세대 바이오 혁신신약 스타트업 지원플랫폼 고도화 사업 예비창업팀 및 초기창업기업 모집 공고,2024-02-29,2024-03-29,대전광역시,한국생명공학연구원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095410
926,경영,[경남] 2024년 K-디자인 어워드 중소기업 기업과제 모집 공고,2024-02-28,2024-03-15,경상남도,직접수행,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095433
927,경영,2024년 지역 엔젤투자허브 구축사업 모집 연장 공고,2024-03-05,2024-03-13,중소벤처기업부,한국엔젤투자협회,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095432
928,수출,2024년 수출 현장코칭 지원업체 모집 공고,2024-03-04,2024-10-31,농림축산식품부,한국농수산식품유통공사,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095431
929,기술,[경남] 김해시 2024년 상반기 중소기업 산업인증비용 지원사업 공고,2024-02-28,2024-06-30,경상남도,김해의생명산업진흥원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095409
930,수출,2024년 해외진출컨설팅(물류효율화형) 지원업체 모집 공고,2024-03-04,2024-03-24,농림축산식품부,한국농수산식품유통공사,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095430
931,내수,2024년 벤처창업진흥 유공 포상 신청 연장 공고,2024-02-02,2024-03-22,중소벤처기업부,창업진흥원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095408
932,수출,2024년 해외진출컨설팅(해외판로개척형) 지원업체 모집 공고,2024-03-04,2024-03-24,농림축산식품부,한국농수산식품유통공사,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095428
933,경영,[대전] 2024년 정출연 융복합 신기술-기업 연계 실증 지원사업 기업 모집 공고,2024-03-18,2024-03-22,대전광역시,대전테크노파크,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095407
934,경영,[경기] 2024년 중소기업 제품 디자인 및 마케팅 지원사업 참여기업 모집 공고,2024-02-29,2024-03-25,경기도,경기도경제과학진흥원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095406
935,기술,2024년 리빙랩을 적용한 서비스 아이디어 및 실증사업화 지원사업 참여기업 모집 공고,2024-03-04,2024-03-21,부산광역시,부산테크노파크,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095405
936,경영,[강원] 2024년 온라인쇼핑몰 구축(강원더몰ㆍ시군몰 입점) 참여기업 모집 공고,2024-02-29,2024-03-22,강원특별자치도,강원특별자치도경제진흥원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095427
937,기술,[강원] 태백시ㆍ영월군 2024년 지역 광물자원 기반 지역경제 활성화 및 위기대응 지원사업 공고(시군구 연고산업 육성사업),2024-03-11,2024-03-27,중소벤처기업부,강원테크노파크,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095404
938,기술,2024년 KRISS 산업현장 애로기술 해결 과제 공모,2024-03-04,2024-03-18,과학기술정보통신부,한국표준과학연구원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095403
939,경영,[경기] 2024년 여성기업 마케팅 지원사업 공고,2024-02-28,2024-03-20,경기도,경기도경제과학진흥원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095426
940,경영,[강원] 2024년 소상공인 IP(지식재산) 역량 강화 상표출원 지원사업 공고,2024-02-29,2024-12-31,강원특별자치도,강원지식재산센터,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095425
941,경영,2024년 연구실 환경개선 지원사업 시행 공고,2024-02-28,2024-04-12,과학기술정보통신부,한국생명공학연구원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095402
942,수출,2024년 라이선싱 엑스포(Licensing Expo) 참가사 모집 공고,2024-02-28,2024-03-12,문화체육관광부,한국콘텐츠진흥원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095424
943,경영,2024년 연구실 안전관리 컨설팅 지원사업 시행 공고,2024-02-28,2024-10-31,과학기술정보통신부,한국생명공학연구원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095423
944,경영,[충북] 2024년 소기업형 스마트공장 구축 지원사업 모집 공고,2024-03-04,2024-04-03,충청북도,충북테크노파크,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095422
945,수출,2024년 데이터기업 해외진출 지원(DATA-Global) 사업 공고,2024-02-29,2024-03-29,과학기술정보통신부,한국데이터산업진흥원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095421
946,기술,2024년 데이터 활용 사업화 지원(DATA-Stars) 사업 공고,2024-02-29,2024-03-29,과학기술정보통신부,한국데이터산업진흥원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095401
947,내수,2024년 제3회 여성기업주간 여성기업 유공자 포상 계획 연장 공고,2024-03-04,2024-03-10,중소벤처기업부,한국여성경제인협회,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095400
948,경영,[강원] 2024년 관광테크 SW융합제품 상용화 지원사업 모집 공고,2024-02-29,2024-03-14,강원특별자치도,강원정보문화산업진흥원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095399
949,기타,2024년 안전관리 우수연구실 인증제 시행 공고,2024-02-28,2024-10-31,과학기술정보통신부,한국생명공학연구원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095398
950,경영,[대구] 서구 2024년 친환경ㆍ고기능 소재 섬유ㆍ패션 기업 제품사업화 지원사업 참가기업 모집 공고,2024-02-29,2024-03-27,대구광역시,대구테크노파크,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095380
951,경영,[충북] 2024년 1차 중대재해방지 컨설팅 지원사업 참여기업 모집 공고,2024-02-23,2024-03-08,충청북도,청주상공회의소,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095379
952,창업,[전북] 2024년 소상공인 지원사업 통합 모집 공고,2024-02-29,2024-04-30,전북특별자치도,전북특별자치도경제통상진흥원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095378
953,기술,2024년 SMR 산업생태계 기반조성 지원사업 참여기업 모집 공고(원자력생태계 지원사업),2024-03-01,2024-12-31,산업통상자원부,한국원자력산업협회,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095397
954,기술,2024년 고용노동부(한국산업안전보건공단) 연계 스마트 안전장비지원 품목 등록 시행계획 공고,2024-02-29,2024-04-01,과학기술정보통신부,정보통신산업진흥원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095396
955,경영,2024년 원전기업 역량강화 지원사업 참여기업 모집 공고,2024-02-29,2024-12-31,산업통상자원부,한국원자력산업협회,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095395
956,기술,2024년 2차 바이오분야 연구개발사업 신규지원 대상과제 통합 공고(바이오산업기술개발사업),2024-03-07,2024-04-03,산업통상자원부,한국산업기술기획평가원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095377
957,인력,2024년 인턴 및 신입 채용 인건비 지원사업 참여기업 모집 공고(원자력생태계 전공자 인턴십 및 정규직 전환 지원사업),2024-03-01,2024-12-31,산업통상자원부,한국원자력산업협회,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095376
958,인력,2024년 경력직 채용 인건비 지원사업 참여기업 모집 공고(원자력생태계 퇴직자ㆍ재직자 역량강화 지원사업),2024-03-01,2024-12-31,산업통상자원부,한국원자력산업협회,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095394
959,기술,2024년 식물백신 품질고도화 지원사업 기업 모집 공고,2024-02-29,2024-03-29,농림축산식품부,포항테크노파크,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095375
960,경영,[전남] 2024년 탄소중립 제조혁신 시설고도화 사업 참여기업 모집 공고(탄소중립 전환지원사업),2024-02-26,2024-03-25,전라남도,전남테크노파크,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095393
961,창업,[경기] 2024년 이전기술기반 창업지원 참여기업 모집 공고(기술이전 창업지원사업),2024-03-04,2024-03-29,경기도,경기테크노파크,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095392
962,경영,[부산] 2024년 커피산업 기반조성 및 기업육성사업 기업지원 프로그램 참여기업 모집 공고,2024-03-04,2024-03-15,부산광역시,부산테크노파크,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095373
963,수출,2024년 1차 해외지식재산센터 법률서비스 지원사업 모집 공고,2024-02-29,2024-03-20,특허청,한국지식재산보호원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095391
964,경영,2024년 1차 스마트특성화 기반구축사업 수혜기업 통합 모집 공고,2024-02-29,2024-03-20,산업통상자원부,경북하이브리드부품연구원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095372
965,경영,[강원] 2024년 SW융합 강원 관광테크 기획연구회 지원사업 모집 공고,2024-02-29,2024-03-14,강원특별자치도,강원정보문화산업진흥원,2024-03-05,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095390
966,기술,2024년 영도구 중소형 조선 산업 구조 고도화 지원 사업 공고(시군구 연고산업 육성사업),2024-02-29,2024-03-27,부산광역시,부산테크노파크,2024-03-04,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095371
967,수출,2024년 대구 글로벌 벤처ㆍ스타트업 육성 지원사업 참여기업 모집 공고,2024-02-26,2024-03-14,대구광역시,대구창조경제혁신센터,2024-03-04,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095370
968,창업,2024년 청년그린창업 스프링캠프 예비청년창업자ㆍ초기청년창업기업 모집 공고,2024-03-18,2024-03-29,환경부,한국환경산업기술원,2024-03-04,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095369
969,수출,2024년 온라인 K-씨푸드 판매 전용관 운영 사업 입점 제품 모집 공고,2024-02-28,2024-03-15,해양수산부,한국수산회,2024-03-04,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095368
970,금융,2024년 3차 녹색자산유동화증권 이차보전 지원사업 모집 공고,2024-03-12,2024-03-29,환경부,한국환경산업기술원,2024-03-04,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095367
971,기술,[강원] 고성군 2024년 동해안 Blue자원 Quantum jump를 위한 해양심층수산업 육성 기업지원프로그램 수혜기업 모집 공고(시군구 연고산업육성사업),2024-02-29,2024-03-27,강원특별자치도,강원테크노파크,2024-03-04,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095366
972,경영,[광주ㆍ전남ㆍ전북ㆍ제주] 2024년 디자인사업화기반구축사업 기업지원 과제 통합 공고,2024-03-04,2024-03-15,광주광역시,광주디자인진흥원,2024-03-04,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095389
973,기술,2024년 한ㆍ일 전문가활용 모노즈쿠리 현장개선 진단지도 참가기업 모집 공고,2024-03-04,2024-03-15,산업통상자원부,한일산업기술협력재단,2024-03-04,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095388
